fighter_url,fighter_name,height_in,reach_in,stance,dob,slpm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,fighter_name_index
http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,74.0,79.0,Orthodox,"Aug 06, 1995",2.0,2.41,44.0,,1.34,31.0,33.0,0.2,Sedriques Dumas
http://ufcstats.com/fighter-details/b9706f80d005036c,Ketlen Vieira,68.0,68.0,Orthodox,"Aug 26, 1991",2.76,3.75,40.0,,1.33,44.0,90.0,0.6,Ketlen Vieira
http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,Norma Dumont,67.0,67.0,Orthodox,"Oct 01, 1990",3.89,2.12,50.0,,1.56,56.0,68.0,0.0,Norma Dumont
http://ufcstats.com/fighter-details/87f8699fdcc2c404,Alice Ardelean,63.0,62.0,Orthodox,"Apr 19, 1992",7.35,5.2,45.0,,1.0,44.0,85.0,0.0,Alice Ardelean
http://ufcstats.com/fighter-details/1235b31de15d0c6e,Montserrat Conejo Ruiz,60.0,61.0,Southpaw,"Feb 03, 1993",2.21,6.19,29.0,,1.75,50.0,44.0,0.6,Montserrat Conejo Ruiz
http://ufcstats.com/fighter-details/8e382b585a92affe,Phil Rowe,75.0,80.0,Orthodox,"Jul 18, 1990",3.5,4.12,50.0,,0.52,36.0,50.0,0.3,Phil Rowe
http://ufcstats.com/fighter-details/4a07b1988477502c,Seokhyeon Ko,70.0,71.0,Southpaw,"Sep 24, 1993",2.73,1.42,59.0,,4.0,63.0,75.0,0.3,Seokhyeon Ko
http://ufcstats.com/fighter-details/d35298b6df168456,Talita Alencar,61.0,58.0,Orthodox,"Oct 17, 1990",2.91,3.36,37.0,,3.02,26.0,66.0,0.6,Talita Alencar
http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane Carnelossi,62.0,61.0,Orthodox,"Nov 17, 1992",2.63,4.61,38.0,,1.08,50.0,22.0,0.2,Ariane Carnelossi
http://ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,77.0,78.0,Orthodox,"Apr 11, 1993",7.63,3.62,67.0,,2.62,80.0,100.0,1.3,Tom Aspinall
http://ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl Gane,76.0,81.0,Orthodox,"Apr 12, 1990",5.29,2.33,61.0,,0.68,25.0,47.0,0.6,Ciryl Gane
http://ufcstats.com/fighter-details/7dda2cf308f24a02,Virna Jandiroba,63.0,64.0,Orthodox,"May 30, 1988",2.33,2.9,41.0,,2.85,37.0,74.0,1.5,Virna Jandiroba
http://ufcstats.com/fighter-details/7447e9f28508106a,Mackenzie Dern,64.0,63.0,Orthodox,"Mar 24, 1993",3.47,3.93,41.0,,0.93,18.0,37.0,1.1,Mackenzie Dern
http://ufcstats.com/fighter-details/2b6fc1c02736833d,Umar Nurmagomedov,68.0,69.0,Orthodox,"Jan 03, 1996",4.08,2.04,57.0,,4.3,47.0,79.0,0.3,Umar Nurmagomedov
http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Mario Bautista,69.0,69.0,Switch,"Jul 01, 1993",5.58,4.19,48.0,,1.48,32.0,54.0,0.8,Mario Bautista
http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,79.0,80.0,Orthodox,"Oct 24, 1988",4.78,2.86,57.0,,0.57,66.0,68.0,0.2,Alexander Volkov
http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,75.0,79.0,Orthodox,"Jun 26, 1991",2.25,1.02,66.0,,6.66,62.0,60.0,2.0,Jailton Almeida
http://ufcstats.com/fighter-details/333b9e5c723ac873,Aleksandar Rakic,76.0,78.0,Orthodox,"Feb 06, 1992",4.13,2.86,50.0,,0.64,21.0,85.0,0.1,Aleksandar Rakic
http://ufcstats.com/fighter-details/e90a2f22417af68e,Azamat Murzakanov,70.0,71.0,Southpaw,"Apr 12, 1989",4.7,2.86,57.0,,0.55,15.0,87.0,0.0,Azamat Murzakanov
http://ufcstats.com/fighter-details/b7b84ccd221be298,Nasrat Haqparast,70.0,72.0,Southpaw,"Aug 22, 1995",6.36,6.0,45.0,,0.34,20.0,86.0,0.0,Nasrat Haqparast
http://ufcstats.com/fighter-details/17734443a833cdf7,Quillan Salkilld,72.0,75.0,Orthodox,"Dec 28, 1999",5.49,3.5,57.0,,7.77,34.0,100.0,0.5,Quillan Salkilld
http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,72.0,76.0,Southpaw,"Dec 07, 1992",6.86,5.47,64.0,,3.2,60.0,100.0,0.5,Ikram Aliskerov
http://ufcstats.com/fighter-details/285ae0b4a68221f4,JunYong Park,70.0,73.0,Orthodox,"Feb 27, 1991",4.64,3.82,51.0,,1.69,42.0,54.0,0.8,JunYong Park
http://ufcstats.com/fighter-details/5b86d491d63890c5,Ludovit Klein,67.0,72.0,Southpaw,"Feb 22, 1995",3.76,3.48,53.0,,1.37,51.0,76.0,0.0,Ludovit Klein
http://ufcstats.com/fighter-details/849c5d9979df5357,Mateusz Rebecki,67.0,66.0,Southpaw,"Oct 03, 1992",5.21,4.69,46.0,,3.38,52.0,50.0,0.5,Mateusz Rebecki
http://ufcstats.com/fighter-details/f5779a2303ed76ec,Valter Walker,78.0,78.0,Orthodox,"Dec 14, 1997",2.0,2.85,52.0,,5.74,69.0,0.0,2.5,Valter Walker
http://ufcstats.com/fighter-details/cdb7b38b1b357f26,Louie Sutherland,75.0,76.0,Orthodox,"Feb 08, 1994",2.14,3.57,60.0,,0.0,0.0,0.0,0.0,Louie Sutherland
http://ufcstats.com/fighter-details/329e403448756217,Nathaniel Wood,66.0,69.0,Orthodox,"May 08, 1993",5.74,4.32,52.0,,1.46,50.0,73.0,0.5,Nathaniel Wood
http://ufcstats.com/fighter-details/7d6ceff6747f2de2,Jose Delgado,71.0,74.0,Switch,"Apr 21, 1998",8.22,5.44,54.0,,1.81,42.0,60.0,0.0,Jose Delgado
http://ufcstats.com/fighter-details/3329d692aea4dc28,Hamdy Abdelwahab,74.0,72.0,Southpaw,"Jan 22, 1993",4.27,3.67,55.0,,3.25,65.0,100.0,0.0,Hamdy Abdelwahab
http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Chris Barnett,69.0,75.0,Orthodox,"Jun 14, 1986",3.36,6.55,47.0,,0.0,0.0,35.0,0.0,Chris Barnett
http://ufcstats.com/fighter-details/7f1bf0c255ec8756,Azat Maksum,67.0,70.0,Southpaw,"Feb 02, 1995",2.75,4.25,27.0,,3.5,31.0,85.0,0.2,Azat Maksum
http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,65.0,64.0,Switch,"Oct 16, 1998",1.73,2.65,36.0,,2.54,37.0,61.0,0.0,Mitch Raposo
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Jaqueline Amorim,63.0,68.0,Orthodox,"Jun 24, 1995",2.43,2.16,50.0,,2.16,36.0,0.0,3.8,Jaqueline Amorim
http://ufcstats.com/fighter-details/43a59ce3bb40449e,Mizuki,63.0,65.0,Orthodox,"Aug 19, 1994",4.45,4.65,52.0,,0.75,33.0,80.0,0.0,Mizuki
http://ufcstats.com/fighter-details/d549cefc7c54ab78,Reinier de Ridder,76.0,78.0,Southpaw,"Sep 07, 1990",2.2,2.04,53.0,,2.68,30.0,50.0,0.7,Reinier de Ridder
http://ufcstats.com/fighter-details/2f181c0467965b98,Brendan Allen,74.0,75.0,Orthodox,"Dec 28, 1995",3.59,3.62,53.0,,1.56,42.0,56.0,1.1,Brendan Allen
http://ufcstats.com/fighter-details/3a46b268013afede,Kevin Holland,75.0,81.0,Orthodox,"Nov 05, 1992",4.26,3.22,49.0,,0.83,39.0,56.0,0.5,Kevin Holland
http://ufcstats.com/fighter-details/dd6103dd7127db1d,Mike Malott,73.0,73.0,Orthodox,"Nov 07, 1991",3.93,3.06,48.0,,1.88,50.0,14.0,0.8,Mike Malott
http://ufcstats.com/fighter-details/7c7332319c14094c,Marlon Vera,68.0,70.0,Switch,"Dec 02, 1992",4.25,5.37,48.0,,0.49,39.0,72.0,0.8,Marlon Vera
http://ufcstats.com/fighter-details/24656ef4d605c96f,Aiemann Zahabi,68.0,68.0,Orthodox,"Nov 19, 1987",4.54,4.08,47.0,,0.12,14.0,83.0,0.0,Aiemann Zahabi
http://ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot,67.0,65.0,Orthodox,"Feb 17, 1990",5.66,3.58,42.0,,1.05,29.0,87.0,0.0,Manon Fiorot
http://ufcstats.com/fighter-details/a9e260472d321361,Jasmine Jasudavicius,67.0,68.0,Orthodox,"Mar 01, 1989",3.7,3.71,45.0,,2.59,44.0,75.0,0.6,Jasmine Jasudavicius
http://ufcstats.com/fighter-details/f1d64ae34e088832,Charles Jourdain,69.0,69.0,Switch,"Nov 27, 1995",5.48,4.25,49.0,,0.33,21.0,47.0,0.7,Charles Jourdain
http://ufcstats.com/fighter-details/113df4fde64735c6,Davey Grant,68.0,69.0,Orthodox,"Dec 18, 1985",5.14,3.82,44.0,,1.03,40.0,63.0,0.2,Davey Grant
http://ufcstats.com/fighter-details/31f8081c7600da93,Kyle Nelson,71.0,71.0,Switch,"Apr 20, 1991",3.6,4.48,45.0,,1.18,23.0,66.0,0.5,Kyle Nelson
http://ufcstats.com/fighter-details/dccb63727f2f5f74,Matt Frevola,69.0,71.0,Orthodox,"Jun 11, 1990",3.3,3.76,39.0,,2.34,41.0,40.0,0.8,Matt Frevola
http://ufcstats.com/fighter-details/873626e5547b5235,Kyle Prepolec,70.0,70.0,Southpaw,"Aug 30, 1989",3.25,5.69,34.0,,0.0,0.0,45.0,0.0,Kyle Prepolec
http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,68.0,70.0,Southpaw,"Oct 19, 1988",4.52,4.34,41.0,,0.63,16.0,58.0,0.1,Drew Dober
http://ufcstats.com/fighter-details/700a674c042b7a96,Cody Gibson,70.0,71.0,Orthodox,"Sep 11, 1987",3.63,3.22,46.0,,2.12,37.0,69.0,0.6,Cody Gibson
http://ufcstats.com/fighter-details/7d420039bbfe7c1a,Aoriqileng,67.0,69.0,Orthodox,"Jun 25, 1993",4.69,5.47,49.0,,1.2,46.0,58.0,0.0,Aoriqileng
http://ufcstats.com/fighter-details/294aa73dbf37d281,Bruno Silva,64.0,65.0,Orthodox,"Mar 16, 1990",3.82,4.55,50.0,,2.3,29.0,63.0,0.3,Bruno Silva
http://ufcstats.com/fighter-details/b671bdf981ad527d,HyunSung Park,67.0,66.0,Orthodox,"Nov 04, 1995",3.38,3.14,41.0,,1.5,31.0,47.0,1.8,HyunSung Park
http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,Danny Barlow,74.0,79.0,Southpaw,"Aug 02, 1995",5.81,4.65,51.0,,0.0,0.0,100.0,0.0,Danny Barlow
http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,Djorden Santos,72.0,75.0,Orthodox,"Aug 01, 1997",7.0,5.98,44.0,,0.67,33.0,86.0,0.0,Djorden Santos
http://ufcstats.com/fighter-details/1b35af4d1529adf6,Stephanie Luciano,66.0,65.0,Orthodox,"Dec 16, 1999",5.2,3.04,42.0,,1.3,71.0,80.0,0.3,Stephanie Luciano
http://ufcstats.com/fighter-details/4948e412fa6ab67d,Ravena Oliveira,65.0,65.0,Orthodox,"Feb 20, 1997",1.4,2.8,29.0,,1.08,66.0,50.0,0.0,Ravena Oliveira
http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,Azamat Bekoev,72.0,72.0,Orthodox,"Dec 30, 1995",4.07,7.66,45.0,,4.49,45.0,80.0,0.0,Azamat Bekoev
http://ufcstats.com/fighter-details/7674b836ce0698a0,Yousri Belgaroui,77.0,79.0,Orthodox,"Jun 02, 1992",5.82,2.52,66.0,,0.39,100.0,68.0,0.0,Yousri Belgaroui
http://ufcstats.com/fighter-details/51e2f44a8dbf6984,Melissa Croden,,,Orthodox,"Apr 12, 1991",6.81,2.89,56.0,,2.06,66.0,75.0,0.0,Melissa Croden
http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,67.0,67.0,Orthodox,"Mar 02, 1991",2.01,2.88,44.0,,1.67,31.0,53.0,0.3,Tainara Lisboa
http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,70.0,74.0,Orthodox,"Oct 17, 1989",3.35,3.24,54.0,,2.22,40.0,54.0,2.6,Charles Oliveira
http://ufcstats.com/fighter-details/72db2a14ffa73ece,Mateusz Gamrot,70.0,70.0,Southpaw,"Dec 11, 1990",3.29,2.96,51.0,,5.15,37.0,83.0,0.1,Mateusz Gamrot
http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo,65.0,68.0,Orthodox,"Dec 18, 1987",2.75,3.54,54.0,,1.71,35.0,57.0,1.3,Deiveson Figueiredo
http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Montel Jackson,70.0,75.0,Southpaw,"Apr 24, 1992",3.09,1.4,52.0,,3.0,63.0,67.0,0.3,Montel Jackson
http://ufcstats.com/fighter-details/6d4b63c767106d3a,Vicente Luque,71.0,75.0,Orthodox,"Nov 27, 1991",4.83,5.3,51.0,,0.9,48.0,60.0,0.7,Vicente Luque
http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel Alvarez,75.0,77.0,Orthodox,"Mar 02, 1993",4.78,3.07,55.0,,0.19,33.0,47.0,1.1,Joel Alvarez
http://ufcstats.com/fighter-details/25f9a5f3e8a52618,Jhonata Diniz,76.0,79.0,Orthodox,"Jun 23, 1991",3.89,3.62,56.0,,0.0,0.0,70.0,0.0,Jhonata Diniz
http://ufcstats.com/fighter-details/39d309957c5c210d,Mario Pinto,77.0,79.0,Orthodox,"Mar 14, 1998",3.39,2.42,78.0,,2.72,60.0,100.0,1.8,Mario Pinto
http://ufcstats.com/fighter-details/1ae8f3c723aacff4,Ricardo Ramos,69.0,72.0,Orthodox,"Aug 01, 1995",2.91,3.97,36.0,,2.51,57.0,67.0,1.0,Ricardo Ramos
http://ufcstats.com/fighter-details/7facc9c45d792985,Kaan Ofli,67.0,66.0,Orthodox,"Jun 19, 1993",1.79,2.61,46.0,,0.61,14.0,0.0,0.6,Kaan Ofli
http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Lucas Almeida,71.0,71.0,Orthodox,"Jan 31, 1991",4.94,5.36,39.0,,0.0,0.0,53.0,0.0,Lucas Almeida
http://ufcstats.com/fighter-details/01c9e4013afce141,Michael Aswell Jr.,68.0,69.0,Orthodox,"Sep 27, 2000",9.56,7.79,45.0,,0.0,0.0,57.0,0.0,Michael Aswell Jr.
http://ufcstats.com/fighter-details/65adf3856c4d9256,Jafel Filho,67.0,68.0,Orthodox,"May 05, 1993",1.85,1.62,41.0,,2.52,45.0,66.0,2.2,Jafel Filho
http://ufcstats.com/fighter-details/b62d5280966b2460,Clayton Carpenter,66.0,66.0,Orthodox,"Jun 09, 1996",3.66,2.57,53.0,,1.99,46.0,37.0,1.3,Clayton Carpenter
http://ufcstats.com/fighter-details/71171fc96445bf65,Vitor Petrino,74.0,77.0,Orthodox,"Aug 28, 1997",2.75,2.48,46.0,,3.04,51.0,79.0,0.8,Vitor Petrino
http://ufcstats.com/fighter-details/764d39074a352e33,Thomas Petersen,73.0,74.0,Southpaw,"Mar 30, 1995",3.38,2.95,58.0,,3.71,50.0,87.0,0.5,Thomas Petersen
http://ufcstats.com/fighter-details/eff9074bc066f0f2,Bia Mesquita,64.0,67.0,Orthodox,"Apr 07, 1991",4.98,0.83,57.0,,4.15,66.0,0.0,2.1,Bia Mesquita
http://ufcstats.com/fighter-details/103e2e33a60683e1,Irina Alekseeva,68.0,67.0,Orthodox,"Jun 27, 1990",3.42,5.02,38.0,,0.38,20.0,50.0,0.4,Irina Alekseeva
http://ufcstats.com/fighter-details/e0d3d9b564f95635,Lucas Rocha,63.0,64.0,Orthodox,"Aug 12, 2000",5.09,3.67,49.0,,1.64,75.0,76.0,0.0,Lucas Rocha
http://ufcstats.com/fighter-details/2bd98ab77a8daa75,Stewart Nicoll,65.0,65.0,Orthodox,"Apr 11, 1996",3.0,6.69,34.0,,2.55,14.0,25.0,0.0,Stewart Nicoll
http://ufcstats.com/fighter-details/abb68e3c7ca128f2,Julia Polastri,62.0,64.0,Orthodox,"Mar 05, 1998",6.4,5.4,54.0,,0.73,80.0,60.0,0.4,Julia Polastri
http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,63.0,64.0,Orthodox,"Oct 15, 1985",5.54,5.77,42.0,,0.36,23.0,74.0,0.2,Karolina Kowalkiewicz
http://ufcstats.com/fighter-details/6fc506e1099afe20,Luan Lacerda,67.0,71.0,Orthodox,"Jan 07, 1993",4.02,5.79,46.0,,2.29,41.0,66.0,0.9,Luan Lacerda
http://ufcstats.com/fighter-details/72ea1984c52019b5,Saimon Oliveira,64.0,72.0,Orthodox,"Apr 21, 1991",2.62,3.87,42.0,,1.18,28.0,36.0,1.2,Saimon Oliveira
http://ufcstats.com/fighter-details/d802174b0c0c1f4e,Magomed Ankalaev,75.0,75.0,Orthodox,"Jun 02, 1992",3.65,2.59,52.0,,0.79,22.0,87.0,0.0,Magomed Ankalaev
http://ufcstats.com/fighter-details/e5549c82bfb5582d,Alex Pereira,76.0,79.0,Orthodox,"Jul 07, 1987",5.16,3.5,62.0,,0.11,50.0,79.0,0.2,Alex Pereira
http://ufcstats.com/fighter-details/65f09bacd3957381,Cory Sandhagen,71.0,70.0,Switch,"Apr 20, 1992",4.86,3.47,45.0,,1.15,34.0,56.0,0.2,Cory Sandhagen
http://ufcstats.com/fighter-details/009341ed974bad72,Jiri Prochazka,75.0,80.0,Orthodox,"Oct 14, 1992",5.69,5.6,55.0,,0.51,60.0,68.0,0.2,Jiri Prochazka
http://ufcstats.com/fighter-details/749f572d1d3161fb,Khalil Rountree Jr.,73.0,76.0,Southpaw,"Feb 26, 1990",3.88,4.33,40.0,,0.0,0.0,58.0,0.1,Khalil Rountree Jr.
http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Josh Emmett,66.0,70.0,Orthodox,"Mar 04, 1985",3.72,4.43,35.0,,1.08,37.0,43.0,0.1,Josh Emmett
http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,Youssef Zalal,70.0,72.0,Switch,"Sep 04, 1996",3.03,1.78,50.0,,2.17,31.0,59.0,1.4,Youssef Zalal
http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Abus Magomedov,74.0,78.0,Orthodox,"Sep 02, 1990",3.07,3.43,49.0,,2.61,59.0,100.0,0.4,Abus Magomedov
http://ufcstats.com/fighter-details/c1085e1701b13eca,Joe Pyfer,74.0,75.0,Orthodox,"Sep 17, 1996",3.47,3.05,43.0,,1.23,33.0,50.0,1.0,Joe Pyfer
http://ufcstats.com/fighter-details/2f815ed5f8278ba6,Ateba Gautier,76.0,81.0,Switch,"Apr 10, 2002",6.57,1.95,60.0,,0.98,100.0,92.0,0.0,Ateba Gautier
http://ufcstats.com/fighter-details/563a1d42bb0e3cef,Tre'ston Vines,73.0,79.0,Orthodox,"Jun 18, 1996",0.0,3.56,0.0,,0.0,0.0,0.0,0.0,Tre'ston Vines
http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Daniel Santos,67.0,67.0,Orthodox,"Mar 12, 1995",4.76,5.03,40.0,,3.01,40.0,73.0,0.0,Daniel Santos
http://ufcstats.com/fighter-details/a44020ea2e8cd026,JooSang Yoo,67.0,71.0,Orthodox,"Jan 21, 1994",6.36,4.99,58.0,,0.0,0.0,50.0,0.0,JooSang Yoo
http://ufcstats.com/fighter-details/2cfba6c837c03ed0,Patchy Mix,71.0,70.0,Southpaw,"Aug 16, 1993",5.3,7.3,43.0,,2.5,62.0,0.0,0.0,Patchy Mix
http://ufcstats.com/fighter-details/6902fcf0610dd303,Jakub Wiklacz,70.0,72.0,Orthodox,"Sep 10, 1996",3.07,2.47,55.0,,0.0,0.0,28.0,3.0,Jakub Wiklacz
http://ufcstats.com/fighter-details/4144798612ef96e5,Edmen Shahbazyan,74.0,75.0,Orthodox,"Nov 20, 1997",3.8,3.6,48.0,,1.62,37.0,66.0,0.4,Edmen Shahbazyan
http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Andre Muniz,73.0,78.0,Southpaw,"Feb 17, 1990",2.08,2.46,48.0,,3.98,48.0,35.0,1.1,Andre Muniz
http://ufcstats.com/fighter-details/64facb6cc564262d,Punahele Soriano,71.0,72.0,Southpaw,"Nov 22, 1992",4.66,3.42,54.0,,1.83,48.0,40.0,0.1,Punahele Soriano
http://ufcstats.com/fighter-details/0f1efce7d2571d10,Nikolay Veretennikov,73.0,74.0,Orthodox,"Dec 22, 1989",2.49,3.25,56.0,,0.43,16.0,62.0,0.4,Nikolay Veretennikov
http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,Macy Chiasson,71.0,72.0,Orthodox,"Jul 27, 1991",3.5,2.86,46.0,,2.07,37.0,72.0,0.4,Macy Chiasson
http://ufcstats.com/fighter-details/3143bf892608139a,Yana Santos,66.0,68.0,Orthodox,"Nov 11, 1989",4.41,3.12,57.0,,0.78,47.0,51.0,0.1,Yana Santos
http://ufcstats.com/fighter-details/45f0cc9d18f35137,Chris Gutierrez,69.0,67.0,Orthodox,"Apr 22, 1991",4.4,2.65,57.0,,0.3,30.0,67.0,0.1,Chris Gutierrez
http://ufcstats.com/fighter-details/a09ed60aa67a3f67,Farid Basharat,68.0,71.0,Orthodox,"Aug 02, 1997",4.05,2.47,52.0,,3.6,47.0,72.0,0.4,Farid Basharat
http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj,70.0,72.0,Orthodox,"Nov 17, 1992",2.23,3.42,46.0,,1.74,38.0,48.0,2.0,Ramiz Brahimaj
http://ufcstats.com/fighter-details/32c3ee378671a5d9,Austin Vanderford,71.0,74.0,Orthodox,"Mar 21, 1990",3.04,2.71,59.0,,3.08,35.0,100.0,1.2,Austin Vanderford
http://ufcstats.com/fighter-details/4798e823ada58fe9,Veronica Hardy,64.0,64.0,Southpaw,"Oct 30, 1995",3.06,3.24,45.0,,0.82,41.0,51.0,0.3,Veronica Hardy
http://ufcstats.com/fighter-details/4333a8e70a672eb7,Brogan Walker,64.0,67.0,Switch,"Aug 02, 1988",1.84,3.32,32.0,,1.02,75.0,11.0,0.0,Brogan Walker
http://ufcstats.com/fighter-details/9014c02eff8b3d62,Carlos Ulberg,76.0,77.0,Orthodox,"Nov 07, 1990",6.54,4.04,55.0,,0.55,60.0,85.0,0.2,Carlos Ulberg
http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,76.0,77.0,Southpaw,"Dec 26, 1989",5.39,3.49,54.0,,0.29,28.0,82.0,0.3,Dominick Reyes
http://ufcstats.com/fighter-details/70e1f8a821b72c8b,Jimmy Crute,74.0,74.0,Orthodox,"Mar 04, 1996",4.15,3.65,52.0,,4.39,52.0,58.0,2.0,Jimmy Crute
http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,Ivan Erslan,74.0,72.0,Orthodox,"Nov 15, 1991",2.55,5.01,46.0,,0.45,20.0,61.0,0.0,Ivan Erslan
http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,Jack Jenkins,67.0,68.0,Switch,"Nov 03, 1993",4.48,2.95,61.0,,1.98,60.0,71.0,0.2,Jack Jenkins
http://ufcstats.com/fighter-details/c5ccd878231c5407,Ramon Taveras,68.0,70.0,Southpaw,"Jan 09, 1994",4.07,6.45,43.0,,0.0,0.0,72.0,0.0,Ramon Taveras
http://ufcstats.com/fighter-details/a845f0735bc67405,Jake Matthews,71.0,73.0,Orthodox,"Aug 19, 1994",3.34,2.62,43.0,,1.44,41.0,64.0,0.8,Jake Matthews
http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil Magny,75.0,80.0,Orthodox,"Aug 03, 1987",3.41,2.44,46.0,,2.18,39.0,55.0,0.3,Neil Magny
http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Tom Nolan,75.0,73.0,Southpaw,"Mar 08, 2000",5.87,4.73,45.0,,0.74,22.0,71.0,1.9,Tom Nolan
http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,Charlie Campbell,72.0,72.0,Orthodox,"Jul 03, 1995",5.23,4.17,51.0,,2.45,36.0,62.0,0.0,Charlie Campbell
http://ufcstats.com/fighter-details/b4b496ec2197ee3e,Navajo Stirling,76.0,79.0,Orthodox,"Nov 07, 1997",6.13,2.6,52.0,,1.15,28.0,75.0,0.0,Navajo Stirling
http://ufcstats.com/fighter-details/69898645d600abdb,Rodolfo Bellato,75.0,75.0,Orthodox,"Feb 05, 1996",5.13,5.86,59.0,,1.44,35.0,94.0,0.2,Rodolfo Bellato
http://ufcstats.com/fighter-details/8ebc3a8da015d70c,Cam Rowston,75.0,78.0,Orthodox,"Jan 19, 1995",3.39,2.37,45.0,,0.73,50.0,28.0,0.7,Cam Rowston
