fighter_name,fighter_url
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Jamie Mullarkey,http://ufcstats.com/fighter-details/af9f42e6894047fc
Rolando Bedoya,http://ufcstats.com/fighter-details/40a456a25d52ee65
Colby Thicknesse,http://ufcstats.com/fighter-details/ed7d329d7c29428d
Josias Musasa,http://ufcstats.com/fighter-details/723b64c0e9a8f348
Michelle Montague,http://ufcstats.com/fighter-details/ca80d72da81d7224
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56
Brando Pericic,http://ufcstats.com/fighter-details/d0fd0d9ee560dae7
Elisha Ellison,http://ufcstats.com/fighter-details/87e4a3a5080ee7ce
Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Alexia Thainara,http://ufcstats.com/fighter-details/545092d13c67aa49
Diego Lopes,http://ufcstats.com/fighter-details/f166e93d04a8c274
Jean Silva,http://ufcstats.com/fighter-details/52ef95b5860fb28c
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808
David Martinez,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b
Kelvin Gastelum,http://ufcstats.com/fighter-details/8c0580d4fff106c1
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3
Alexander Hernandez,http://ufcstats.com/fighter-details/262a7d06203657e6
Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Santiago Luna,http://ufcstats.com/fighter-details/faf317c665546a36
Quang Le,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Jose Daniel Medina,http://ufcstats.com/fighter-details/baa9be02c3e3e038
Dusko Todorovic,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Claudio Puelles,http://ufcstats.com/fighter-details/d747eb273a40a920
Joaquim Silva,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Tatiana Suarez,http://ufcstats.com/fighter-details/b08012bbe542592a
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Jesus Aguilar,http://ufcstats.com/fighter-details/c051c2e12d692b8a
Luis Gurule,http://ufcstats.com/fighter-details/29162be25ebef5f0
Alessandro Costa,http://ufcstats.com/fighter-details/3fa97913cfd205d3
Alden Coria,http://ufcstats.com/fighter-details/5e9ca8dd7d783a75
Montse Rendon,http://ufcstats.com/fighter-details/60193e707634e560
Alice Pereira,http://ufcstats.com/fighter-details/81d2c551886bd5a1
Rodrigo Sezinando,http://ufcstats.com/fighter-details/c06d6b18862f9a53
Daniil Donchenko,http://ufcstats.com/fighter-details/70dd69b6a703257e
Nassourdine Imavov,http://ufcstats.com/fighter-details/881bf86d4cba8578
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Mauricio Ruffy,http://ufcstats.com/fighter-details/9c393e836a852f30
Modestas Bukauskas,http://ufcstats.com/fighter-details/476fe566d2df676e
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d
Mason Jones,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Axel Sola,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb
Rhys McKee,http://ufcstats.com/fighter-details/f748267c4ab6c127
William Gomis,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
Robert Ruchala,http://ufcstats.com/fighter-details/92aed9d16794f42b
Oumar Sy,http://ufcstats.com/fighter-details/46e2011d92463b7e
Brendson Ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d
Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Harry Hardwick,http://ufcstats.com/fighter-details/2dbc60c52de126d8
Kaue Fernandes,http://ufcstats.com/fighter-details/ec13c393d029297d
Sam Patterson,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7
Trey Waters,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c
Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Robert Bryczek,http://ufcstats.com/fighter-details/f96856f9d69fd7e4
Andreas Gustafsson,http://ufcstats.com/fighter-details/2caf993f53541fa1
Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873
Shauna Bannon,http://ufcstats.com/fighter-details/9c442aaf149ea982
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573
Zhang Mingyang,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254
Sumudaerji,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Kevin Borjas,http://ufcstats.com/fighter-details/34b96d52db1d26e6
Taiyilake Nueraji,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Kiefer Crosbie,http://ufcstats.com/fighter-details/4729c93ba705a3bf
Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Gauge Young,http://ufcstats.com/fighter-details/b2a78df161bd67f9
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee
Lone'er Kavanagh,http://ufcstats.com/fighter-details/bb2c3c3a466224af
Rongzhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed
Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3
Yizha,http://ufcstats.com/fighter-details/3f11fd1751fa83b1
Westin Wilson,http://ufcstats.com/fighter-details/7b3503352cd53abb
Xiao Long,http://ufcstats.com/fighter-details/86bace9e4ad85542
SuYoung You,http://ufcstats.com/fighter-details/a474aade8eb3a8f0
Uran Satybaldiev,http://ufcstats.com/fighter-details/02f484417a6fa69d
Diyar Nurgozhay,http://ufcstats.com/fighter-details/709fadb644ee3f51
Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf
Lerone Murphy,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Aaron Pico,http://ufcstats.com/fighter-details/5537efc6e496dd84
Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc
Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Michael Page,http://ufcstats.com/fighter-details/a67d071163962af8
Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Kai Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
Eric Nolan,http://ufcstats.com/fighter-details/64b12fe31be7560c
Michal Oleksiejczuk,http://ufcstats.com/fighter-details/0d65c432720accb9
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Dione Barbosa,http://ufcstats.com/fighter-details/27b388f0aab49780
Alibi Idiris,http://ufcstats.com/fighter-details/30cad5a751adcb48
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d
Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be
Steve Erceg,http://ufcstats.com/fighter-details/32ab52e5de93092d
Ode Osbourne,http://ufcstats.com/fighter-details/6d68c1afe954f121
Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82
Christian Rodriguez,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Jean Matsumoto,http://ufcstats.com/fighter-details/ffd3224638c01b57
Eryk Anders,http://ufcstats.com/fighter-details/cad24459b28592ca
Julius Walker,http://ufcstats.com/fighter-details/6add18754930182b
Elijah Smith,http://ufcstats.com/fighter-details/7478b7f959ba61f5
Toshiomi Kazama,http://ufcstats.com/fighter-details/148bb103cfbf123e
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Gilbert Urbina,http://ufcstats.com/fighter-details/b12fb759e02378de
Gabriella Fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f
Elves Brener,http://ufcstats.com/fighter-details/48a9a128784d53d1
Esteban Ribovics,http://ufcstats.com/fighter-details/323d4ca260dfa0ba
Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5
Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/8adcbd525fab8d9b
Danny Silva,http://ufcstats.com/fighter-details/d964a59c48381cb6
Kevin Vallejos,http://ufcstats.com/fighter-details/239d8e5359022f3b
Rinya Nakamura,http://ufcstats.com/fighter-details/d8c811df0386d5e8
Nathan Fletcher,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Tresean Gore,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Nick Klein,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa
Andrey Pulyaev,http://ufcstats.com/fighter-details/22e07d3da1aa3475
Austin Bashi,http://ufcstats.com/fighter-details/d3f89fa685bd8420
John Yannis,http://ufcstats.com/fighter-details/450bcab0968562c4
Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae
Felipe Bunes,http://ufcstats.com/fighter-details/53c10176e3bc7416
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Ketlen Souza,http://ufcstats.com/fighter-details/8bd4200561c77a62
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Marcus McGhee,http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Shara Magomedov,http://ufcstats.com/fighter-details/06734ca9d88dec3a
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Jose Ochoa,http://ufcstats.com/fighter-details/88be62d6c1e6dadb
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094
Bryce Mitchell,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Carlos Leal,http://ufcstats.com/fighter-details/28d421729451c8ca
Da'Mon Blackshear,http://ufcstats.com/fighter-details/da22387a0407a2dc
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e
Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5
Mohammad Yahya,http://ufcstats.com/fighter-details/3753714927f18437
Steven Nguyen,http://ufcstats.com/fighter-details/69037fc7730e4225
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Marcus Buchecha,http://ufcstats.com/fighter-details/095854a135e6db55
Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9
Dustin Poirier,http://ufcstats.com/fighter-details/029eaff01e6bb8f0
Paulo Costa,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682
Patricio Freire,http://ufcstats.com/fighter-details/98a58c26c5b1ed17
Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768
Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7
Vinicius Oliveira,http://ufcstats.com/fighter-details/18d01f7f8338ae72
Francisco Prado,http://ufcstats.com/fighter-details/3920d0cc288f9b0d
Robert Valentin,http://ufcstats.com/fighter-details/0cd0456d6029cec2
Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d
Islam Dulatov,http://ufcstats.com/fighter-details/e803242fb2e41112
Marcin Prachnio,http://ufcstats.com/fighter-details/6370c1c1e12723d5
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Lukasz Brzeski,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Carli Judice,http://ufcstats.com/fighter-details/f1ab6f37492c630a
Nicolle Caliari,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Tallison Teixeira,http://ufcstats.com/fighter-details/17923f676f100e16
Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0
Nate Landwehr,http://ufcstats.com/fighter-details/583ee11abddfc581
Morgan Charriere,http://ufcstats.com/fighter-details/5b03b61f9d90125e
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
Junior Tafa,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Tuco Tokkos,http://ufcstats.com/fighter-details/3e8118c1ab52f211
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Lauren Murphy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Eduarda Moura,http://ufcstats.com/fighter-details/de594b35c45c2e9a
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b
Mitch Ramirez,http://ufcstats.com/fighter-details/e99eb0ef25885de5
Mike Davis,http://ufcstats.com/fighter-details/fb3e61720be4690c
Melissa Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1
Felipe Lima,http://ufcstats.com/fighter-details/9256f591b30c073e
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955
Niko Price,http://ufcstats.com/fighter-details/d8da10db80131bec
Jacobe Smith,http://ufcstats.com/fighter-details/85497ffd934ecf7e
Alvin Hines,http://ufcstats.com/fighter-details/ab2a4b5e04dc5fe9
Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Rizvan Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4
Tofiq Musayev,http://ufcstats.com/fighter-details/ae81a3ac7b260411
Nikolas Motta,http://ufcstats.com/fighter-details/37f560436d745c18
Oban Elliott,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Daria Zhelezniakova,http://ufcstats.com/fighter-details/07047eb7d17fb0a2
Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c
Klaudia Sygula,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Mohammed Usman,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Cody Garbrandt,http://ufcstats.com/fighter-details/d8c7c61b176e3994
Michael Chiesa,http://ufcstats.com/fighter-details/c58f51dedb310998
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f
Kris Moutinho,http://ufcstats.com/fighter-details/9c27f3217891f3f0
Cameron Smotherman,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
Ange Loosa,http://ufcstats.com/fighter-details/1497e735d9f2560a
Jamey-Lyn Horth,http://ufcstats.com/fighter-details/5c637af9472ae7cc
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012
Julianna Pena,http://ufcstats.com/fighter-details/3253b16d38ae087d
Kayla Harrison,http://ufcstats.com/fighter-details/1af1170ed937cba7
Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Khaos Williams,http://ufcstats.com/fighter-details/2558ae2e5671e318
Ariane da Silva,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Wang Cong,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
Jeka Saragih,http://ufcstats.com/fighter-details/57186c150c645200
Yanal Ashmouz,http://ufcstats.com/fighter-details/c739c2995a275314
MarQuel Mederos,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Mark Choinski,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea
Billy Ray Goff,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687
Bruno Lopes,http://ufcstats.com/fighter-details/0abcf6bc47191219
Kurt Holobaugh,http://ufcstats.com/fighter-details/a7151778b3381036
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Rayanne dos Santos,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Gilbert Burns,http://ufcstats.com/fighter-details/23024fdfc966410a
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115
Nursulton Ruziboev,http://ufcstats.com/fighter-details/49d2a08964c5eb11
Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Melquizael Costa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77
Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6
Connor Matthews,http://ufcstats.com/fighter-details/36e78278a77006d4
Luana Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Carlos Hernandez,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Luana Pinheiro,http://ufcstats.com/fighter-details/a3a542074109b347
